Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type,temp_diff,load_ratio,humidity_impact,Machine failure
1,298.5,308.2,1595,32.3,46,0,0,0,0,0,2025-01-02 05:40:00,29,36,67,1,1,9.699999999999989,0.36,24.12,0
1,298.5,308.1,1662,28.6,48,0,0,0,0,0,2025-01-02 05:41:00,31,97,58,2,0,9.600000000000025,0.97,56.26,0
1,298.4,308.0,1571,37.4,50,0,0,0,0,0,2025-01-02 05:42:00,28,66,79,2,1,9.600000000000025,0.66,52.14,0
0,298.3,308.0,1553,41.0,52,0,0,0,0,0,2025-01-02 05:43:00,20,67,45,1,1,9.699999999999989,0.67,30.15,0
1,298.3,308.0,2886,3.8,57,0,0,1,0,0,2025-01-02 05:44:00,24,40,43,1,0,9.699999999999989,0.4,17.2,1
1,298.2,308.0,1538,38.2,59,0,0,0,0,0,2025-01-02 05:45:00,39,30,69,1,1,9.800000000000011,0.3,20.7,0
1,298.4,308.2,1618,33.0,61,0,0,0,0,0,2025-01-02 05:46:00,27,54,78,0,0,9.800000000000011,0.54,42.120000000000005,0
1,298.4,308.2,1364,45.9,63,0,0,0,0,0,2025-01-02 05:47:00,30,71,70,2,1,9.800000000000011,0.71,49.7,0
1,298.3,308.0,1442,47.3,65,0,0,0,0,0,2025-01-02 05:48:00,31,81,85,1,1,9.699999999999989,0.81,68.85000000000001,0
1,298.2,307.9,1313,67.3,67,0,0,1,0,0,2025-01-02 05:49:00,20,53,66,2,0,9.699999999999989,0.53,34.980000000000004,1
1,298.2,307.9,1847,23.6,69,0,0,0,0,0,2025-01-02 05:50:00,39,82,84,0,1,9.699999999999989,0.82,68.88,0
1,298.1,307.8,1524,40.8,71,0,0,0,0,0,2025-01-02 05:51:00,30,85,60,0,0,9.699999999999989,0.85,51.0,0
2,298.1,307.7,1445,48.0,73,0,0,0,0,0,2025-01-02 05:52:00,24,92,76,1,0,9.599999999999966,0.92,69.92,0
1,298.1,307.8,1761,28.2,76,0,0,0,0,0,2025-01-02 05:53:00,34,37,48,2,1,9.699999999999989,0.37,17.759999999999998,0
2,298.1,307.8,1514,43.5,78,0,0,0,0,0,2025-01-02 05:54:00,24,88,74,0,1,9.699999999999989,0.88,65.12,0
2,298.1,307.7,1498,38.3,81,0,0,0,0,0,2025-01-02 05:55:00,31,74,81,2,0,9.599999999999966,0.74,59.94,0
0,298.1,307.6,1542,37.1,84,0,0,0,0,0,2025-01-02 05:56:00,24,56,86,2,1,9.5,0.56,48.16,0
2,298.0,307.6,1508,41.8,89,0,0,0,0,0,2025-01-02 05:57:00,36,81,60,1,1,9.600000000000025,0.81,48.6,0
2,298.0,307.5,1431,52.9,92,0,0,0,0,0,2025-01-02 05:58:00,36,47,56,0,0,9.5,0.47,26.32,0
2,298.0,307.5,1427,45.1,95,0,0,0,0,0,2025-01-02 05:59:00,31,45,63,0,0,9.5,0.45,28.35,0
2,298.0,307.5,1524,36.3,98,0,0,0,0,0,2025-01-02 06:00:00,34,95,70,0,1,9.5,0.95,66.5,0
2,298.0,307.5,1427,43.6,101,0,0,0,0,0,2025-01-02 06:01:00,34,34,45,2,0,9.5,0.34,15.3,0
0,298.1,307.6,1496,44.1,104,0,0,0,0,0,2025-01-02 06:02:00,25,32,74,0,1,9.5,0.32,23.68,0
1,298.1,307.7,1388,40.3,109,0,0,0,0,0,2025-01-02 06:03:00,31,99,89,0,1,9.599999999999966,0.99,88.11,0
1,298.1,307.7,1495,48.1,111,0,0,0,0,0,2025-01-02 06:04:00,39,36,76,2,1,9.599999999999966,0.36,27.36,0
0,298.1,307.7,1376,56.2,113,0,0,0,0,0,2025-01-02 06:05:00,37,79,52,0,0,9.599999999999966,0.79,41.08,0
0,298.0,307.6,1593,32.2,118,0,0,0,0,0,2025-01-02 06:06:00,33,43,64,0,0,9.600000000000025,0.43,27.52,0
1,298.0,307.6,1654,28.9,123,0,0,0,0,0,2025-01-02 06:07:00,21,67,71,2,1,9.600000000000025,0.67,47.57,0
1,298.1,307.7,2567,12.8,125,0,0,1,0,0,2025-01-02 06:08:00,28,76,40,0,0,9.599999999999966,0.76,30.4,1
1,298.1,307.7,1767,27.0,127,0,0,0,0,0,2025-01-02 06:09:00,24,62,88,1,0,9.599999999999966,0.62,54.56,0
1,298.1,307.6,1364,53.8,129,0,0,0,0,0,2025-01-02 06:10:00,39,72,74,2,0,9.5,0.72,53.28,0
2,298.1,307.8,1569,31.2,131,0,0,0,0,0,2025-01-02 06:11:00,20,58,58,0,0,9.699999999999989,0.58,33.64,0
1,298.2,307.8,1476,36.8,134,0,0,0,0,0,2025-01-02 06:12:00,22,86,51,1,0,9.600000000000025,0.86,43.86,0
1,298.1,307.7,1479,45.0,136,0,0,0,0,0,2025-01-02 06:13:00,25,34,79,2,1,9.599999999999966,0.34,26.860000000000003,0
1,298.1,307.7,1650,34.1,138,0,0,0,0,0,2025-01-02 06:14:00,24,89,79,0,0,9.599999999999966,0.89,70.31,0
2,298.1,307.6,1565,36.3,140,0,0,0,0,0,2025-01-02 06:15:00,40,99,86,2,0,9.5,0.99,85.14,0
1,298.1,307.6,1460,46.5,143,0,0,0,0,0,2025-01-02 06:16:00,24,31,82,1,0,9.5,0.31,25.42,0
1,298.1,307.7,1664,27.6,145,0,0,0,0,0,2025-01-02 06:17:00,20,99,59,2,1,9.599999999999966,0.99,58.41,0
2,298.1,307.7,1435,40.9,147,0,0,0,0,0,2025-01-02 06:18:00,36,72,72,0,1,9.599999999999966,0.72,51.84,0
2,298.1,307.6,2066,19.2,150,0,0,0,0,0,2025-01-02 06:19:00,38,33,68,1,0,9.5,0.33,22.44,0
1,298.1,307.5,1493,43.7,153,0,0,0,0,0,2025-01-02 06:20:00,33,85,55,2,1,9.399999999999975,0.85,46.75,0
1,298.1,307.6,1354,43.3,155,0,0,0,0,0,2025-01-02 06:21:00,31,88,53,0,0,9.5,0.88,46.64,0
1,298.1,307.6,1488,39.4,157,0,0,0,0,0,2025-01-02 06:22:00,29,38,46,0,1,9.5,0.38,17.48,0
1,298.1,307.7,1414,48.7,159,0,0,0,0,0,2025-01-02 06:23:00,39,32,45,1,1,9.599999999999966,0.32,14.4,0
1,298.1,307.5,1391,57.4,161,0,0,0,0,0,2025-01-02 06:24:00,40,77,60,1,0,9.399999999999975,0.77,46.2,0
2,298.0,307.5,1784,27.8,163,0,0,0,0,0,2025-01-02 06:25:00,37,72,75,2,1,9.5,0.72,54.0,0
0,297.8,307.3,1516,40.1,166,0,0,0,0,0,2025-01-02 06:26:00,30,30,61,0,0,9.5,0.3,18.3,0
2,297.9,307.3,1420,47.8,171,0,0,0,0,0,2025-01-02 06:27:00,21,86,79,1,0,9.400000000000034,0.86,67.94,0
1,297.8,307.2,1351,56.3,174,0,0,0,0,0,2025-01-02 06:28:00,37,82,58,0,1,9.399999999999975,0.82,47.56,0
1,297.8,307.2,1880,23.0,176,0,0,0,0,0,2025-01-02 06:29:00,26,45,64,2,1,9.399999999999975,0.45,28.8,0
1,297.8,307.3,1859,24.0,178,0,0,0,0,0,2025-01-02 06:30:00,34,80,42,1,1,9.5,0.8,33.6,0
2,297.8,307.3,1315,54.0,180,0,0,0,0,0,2025-01-02 06:31:00,30,84,75,2,0,9.5,0.84,63.0,0
2,297.8,307.4,1330,51.7,183,0,0,0,0,0,2025-01-02 06:32:00,37,30,84,2,0,9.599999999999966,0.3,25.2,0
1,297.8,307.3,1327,61.0,186,0,0,0,1,0,2025-01-02 06:33:00,31,57,73,1,0,9.5,0.57,41.61,1
1,297.8,307.2,1498,38.1,188,0,0,0,0,0,2025-01-02 06:34:00,25,82,50,2,1,9.399999999999975,0.82,41.0,0
0,297.8,307.3,1555,35.8,190,0,0,0,0,0,2025-01-02 06:35:00,39,87,87,0,1,9.5,0.87,75.69,0
1,297.7,307.2,1518,35.8,195,0,0,0,0,0,2025-01-02 06:36:00,32,89,81,1,1,9.5,0.89,72.09,0
1,297.7,307.2,1392,43.0,197,0,0,0,0,0,2025-01-02 06:37:00,39,88,86,0,1,9.5,0.88,75.68,0
2,297.8,307.2,1456,39.6,199,0,0,0,0,0,2025-01-02 06:38:00,35,51,66,2,0,9.399999999999975,0.51,33.660000000000004,0
1,297.7,307.1,1715,30.2,0,0,0,0,0,0,2025-01-02 06:39:00,37,37,81,1,1,9.400000000000034,0.37,29.97,0
2,297.7,307.2,1405,43.7,2,0,0,0,0,0,2025-01-02 06:40:00,29,78,41,0,0,9.5,0.78,31.98,0
1,297.7,307.2,1668,37.8,5,0,0,0,0,0,2025-01-02 06:41:00,27,71,45,0,0,9.5,0.71,31.95,0
0,297.7,307.1,1855,22.5,7,0,0,0,0,0,2025-01-02 06:42:00,37,56,85,0,0,9.400000000000034,0.56,47.6,0
1,297.6,307.1,1496,39.2,12,0,0,0,0,0,2025-01-02 06:43:00,40,68,41,0,1,9.5,0.68,27.880000000000003,0
2,297.6,307.1,1471,44.9,14,0,0,0,0,0,2025-01-02 06:44:00,20,54,81,0,1,9.5,0.54,43.74,0
1,297.7,307.2,1444,40.0,17,0,0,0,0,0,2025-01-02 06:45:00,27,67,56,2,1,9.5,0.67,37.52,0
0,297.7,307.3,1514,38.6,19,0,0,0,0,0,2025-01-02 06:46:00,25,53,79,2,1,9.600000000000025,0.53,41.870000000000005,0
1,297.8,307.3,1412,50.7,24,0,0,0,0,0,2025-01-02 06:47:00,24,53,87,2,1,9.5,0.53,46.11,0
0,297.7,307.2,1429,44.1,26,0,0,0,0,0,2025-01-02 06:48:00,34,89,53,2,1,9.5,0.89,47.17,0
1,297.7,307.2,1668,32.7,31,0,0,0,0,0,2025-01-02 06:49:00,34,79,49,2,1,9.5,0.79,38.71,0
2,297.7,307.2,1372,52.8,33,0,0,0,0,0,2025-01-02 06:50:00,21,95,84,2,1,9.5,0.95,79.8,0
2,297.7,307.3,1365,49.2,36,0,0,0,0,0,2025-01-02 06:51:00,20,43,72,2,1,9.600000000000025,0.43,30.96,0
2,297.6,307.1,1526,39.1,39,0,0,0,0,0,2025-01-02 06:52:00,30,82,81,0,1,9.5,0.82,66.42,0
1,297.6,307.2,1486,40.6,42,0,0,0,0,0,2025-01-02 06:53:00,29,61,51,2,1,9.599999999999966,0.61,31.11,0
2,297.6,307.2,1470,42.6,44,0,0,0,0,0,2025-01-02 06:54:00,37,77,71,0,1,9.599999999999966,0.77,54.67,0
0,297.7,307.3,1249,62.8,47,0,0,0,0,0,2025-01-02 06:55:00,37,68,88,1,1,9.600000000000025,0.68,59.84,0
2,297.8,307.4,1752,26.1,52,0,0,0,0,0,2025-01-02 06:56:00,36,69,63,2,1,9.599999999999966,0.69,43.47,0
1,297.7,307.4,1643,36.5,55,0,0,0,0,0,2025-01-02 06:57:00,27,71,53,0,0,9.699999999999989,0.71,37.63,0
2,297.8,307.4,1488,36.1,57,0,0,0,0,0,2025-01-02 06:58:00,34,37,44,1,0,9.599999999999966,0.37,16.28,0
1,297.8,307.4,1355,45.8,60,0,0,0,0,0,2025-01-02 06:59:00,27,55,90,1,0,9.599999999999966,0.55,49.50000000000001,0
1,297.8,307.6,1607,30.3,62,0,0,0,0,0,2025-01-02 07:00:00,36,41,44,0,1,9.800000000000011,0.41,18.04,0
2,297.9,307.6,1609,30.3,64,0,0,0,0,0,2025-01-02 07:01:00,31,72,86,0,0,9.700000000000044,0.72,61.92,0
1,297.9,307.7,1517,44.4,67,0,0,0,0,0,2025-01-02 07:02:00,27,80,71,0,1,9.800000000000011,0.8,56.8,0
2,297.9,307.7,1517,39.5,69,0,0,0,0,0,2025-01-02 07:03:00,33,92,84,2,1,9.800000000000011,0.92,77.28,0
1,297.9,307.7,1546,37.6,72,0,0,0,0,0,2025-01-02 07:04:00,23,78,88,1,0,9.800000000000011,0.78,68.64,0
1,297.9,307.7,1567,34.7,74,0,0,0,0,0,2025-01-02 07:05:00,20,56,72,2,1,9.800000000000011,0.56,40.32000000000001,0
2,298.1,307.9,1662,28.9,76,0,0,0,0,0,2025-01-02 07:06:00,20,38,85,2,1,9.799999999999956,0.38,32.3,0
1,298.1,307.9,1502,41.8,79,0,0,0,0,0,2025-01-02 07:07:00,38,68,43,2,1,9.799999999999956,0.68,29.24,0
1,298.3,308.0,1361,56.9,81,0,0,0,0,0,2025-01-02 07:08:00,35,94,69,1,1,9.699999999999989,0.94,64.86,0
2,298.3,308.1,1630,32.7,83,0,0,0,0,0,2025-01-02 07:09:00,33,100,80,1,0,9.800000000000011,1.0,80.0,0
1,298.3,308.0,1486,42.3,86,0,0,0,0,0,2025-01-02 07:10:00,40,100,56,1,1,9.699999999999989,1.0,56.0,0
1,298.3,308.1,1840,21.5,88,0,0,0,0,0,2025-01-02 07:11:00,35,36,42,0,0,9.800000000000011,0.36,15.12,0
1,298.3,308.1,1326,58.4,90,0,0,0,0,0,2025-01-02 07:12:00,24,96,52,2,0,9.800000000000011,0.96,49.92,0
1,298.4,308.1,1367,57.8,92,0,0,0,0,0,2025-01-02 07:13:00,28,39,83,0,1,9.700000000000044,0.39,32.370000000000005,0
1,298.4,308.1,1598,32.7,94,0,0,0,0,0,2025-01-02 07:14:00,21,100,87,0,0,9.700000000000044,1.0,87.0,0
1,298.3,308.0,1363,50.1,96,0,0,0,0,0,2025-01-02 07:15:00,37,82,75,2,1,9.699999999999989,0.82,61.49999999999999,0
1,298.3,308.0,1242,62.0,98,0,0,0,0,0,2025-01-02 07:16:00,25,86,57,1,1,9.699999999999989,0.86,49.02,0
2,298.2,307.8,1566,33.8,100,0,0,0,0,0,2025-01-02 07:17:00,28,56,62,2,0,9.600000000000025,0.56,34.720000000000006,0
2,298.1,307.7,1424,47.7,103,0,0,0,0,0,2025-01-02 07:18:00,20,83,74,0,0,9.599999999999966,0.83,61.42,0
2,298.2,307.7,1608,33.8,106,0,0,0,0,0,2025-01-02 07:19:00,28,33,88,1,0,9.5,0.33,29.040000000000003,0
1,298.1,307.7,1705,29.1,109,0,0,0,0,0,2025-01-02 07:20:00,35,52,72,1,1,9.599999999999966,0.52,37.44,0
1,298.0,307.6,1548,45.8,111,0,0,0,0,0,2025-01-02 07:21:00,32,77,90,0,0,9.600000000000025,0.77,69.3,0
2,298.0,307.6,1581,43.4,113,0,0,0,0,0,2025-01-02 07:22:00,28,71,75,1,0,9.600000000000025,0.71,53.25,0
2,298.0,307.6,1472,46.7,116,0,0,0,0,0,2025-01-02 07:23:00,40,32,56,1,0,9.600000000000025,0.32,17.92,0
2,298.0,307.6,1792,26.0,119,0,0,0,0,0,2025-01-02 07:24:00,32,32,78,2,1,9.600000000000025,0.32,24.96,0
1,298.0,307.6,1683,32.8,122,0,0,0,0,0,2025-01-02 07:25:00,28,57,73,2,1,9.600000000000025,0.57,41.61,0
1,297.9,307.6,1503,40.7,124,0,0,0,0,0,2025-01-02 07:26:00,30,92,51,0,0,9.700000000000044,0.92,46.92,0
2,297.9,307.5,1642,32.4,126,0,0,0,0,0,2025-01-02 07:27:00,23,60,44,0,0,9.600000000000025,0.6,26.4,0
2,297.8,307.4,1902,24.3,129,0,0,0,0,0,2025-01-02 07:28:00,21,39,87,0,0,9.599999999999966,0.39,33.93,0
0,297.7,307.4,1432,40.2,132,0,0,0,0,0,2025-01-02 07:29:00,25,78,79,1,1,9.699999999999989,0.78,61.620000000000005,0
1,297.8,307.4,1512,40.8,137,0,0,0,0,0,2025-01-02 07:30:00,33,50,66,0,1,9.599999999999966,0.5,33.0,0
1,297.7,307.4,1764,29.0,139,0,0,0,0,0,2025-01-02 07:31:00,23,82,79,2,1,9.699999999999989,0.82,64.78,0
2,297.8,307.4,1438,43.6,141,0,0,0,0,0,2025-01-02 07:32:00,25,83,52,1,1,9.599999999999966,0.83,43.16,0
1,297.8,307.5,1631,29.9,144,0,0,0,0,0,2025-01-02 07:33:00,38,86,65,0,1,9.699999999999989,0.86,55.9,0
0,297.9,307.5,1880,23.3,146,0,0,0,0,0,2025-01-02 07:34:00,25,49,53,1,0,9.600000000000025,0.49,25.97,0
1,297.9,307.6,1344,54.3,151,0,0,0,0,0,2025-01-02 07:35:00,21,78,71,1,0,9.700000000000044,0.78,55.38,0
1,297.9,307.5,1574,35.8,153,0,0,0,0,0,2025-01-02 07:36:00,37,36,50,1,1,9.600000000000025,0.36,18.0,0
1,297.8,307.4,1418,41.2,155,0,0,0,0,0,2025-01-02 07:37:00,32,58,77,0,1,9.599999999999966,0.58,44.66,0
1,297.8,307.5,1372,54.1,157,0,0,0,0,0,2025-01-02 07:38:00,28,77,55,1,0,9.699999999999989,0.77,42.35,0
1,297.8,307.5,1388,40.0,159,0,0,0,0,0,2025-01-02 07:39:00,38,42,61,1,0,9.699999999999989,0.42,25.62,0
0,297.9,307.6,1493,36.0,161,0,0,0,0,0,2025-01-02 07:40:00,32,32,86,1,0,9.700000000000044,0.32,27.52,0
2,297.9,307.6,1505,40.1,166,0,0,0,0,0,2025-01-02 07:41:00,30,31,55,2,0,9.700000000000044,0.31,17.05,0
1,298.0,307.6,1694,29.1,169,0,0,0,0,0,2025-01-02 07:42:00,20,45,52,0,0,9.600000000000025,0.45,23.4,0
1,297.9,307.6,1968,20.4,171,0,0,0,0,0,2025-01-02 07:43:00,26,35,51,2,0,9.700000000000044,0.35,17.849999999999998,0
2,298.0,307.6,1569,35.6,173,0,0,0,0,0,2025-01-02 07:44:00,40,74,57,1,0,9.600000000000025,0.74,42.18,0
1,297.9,307.6,1687,29.1,176,0,0,0,0,0,2025-01-02 07:45:00,34,100,68,1,0,9.700000000000044,1.0,68.0,0
1,297.9,307.6,1430,52.4,178,0,0,0,0,0,2025-01-02 07:46:00,20,34,57,2,0,9.700000000000044,0.34,19.380000000000003,0
1,297.9,307.6,1504,42.4,180,0,0,0,0,0,2025-01-02 07:47:00,31,85,85,1,0,9.700000000000044,0.85,72.25,0
1,297.9,307.6,1977,20.2,182,0,0,0,0,0,2025-01-02 07:48:00,26,100,41,2,0,9.700000000000044,1.0,41.0,0
1,298.0,307.7,1435,45.6,184,0,0,0,0,0,2025-01-02 07:49:00,34,61,41,1,1,9.699999999999989,0.61,25.01,0
0,298.0,307.7,1547,36.8,186,0,0,0,0,0,2025-01-02 07:50:00,40,78,42,1,1,9.699999999999989,0.78,32.76,0
2,298.1,307.8,1316,57.2,191,0,0,0,0,0,2025-01-02 07:51:00,38,42,68,1,1,9.699999999999989,0.42,28.56,0
2,298.0,307.7,1621,34.9,194,0,0,0,0,0,2025-01-02 07:52:00,20,59,47,1,0,9.699999999999989,0.59,27.73,0
2,298.0,307.8,1492,40.2,197,0,0,0,0,0,2025-01-02 07:53:00,36,54,50,0,0,9.800000000000011,0.54,27.0,0
1,298.0,307.7,1643,32.3,200,0,0,0,0,0,2025-01-02 07:54:00,36,89,51,0,1,9.699999999999989,0.89,45.39,0
1,298.0,307.7,1492,38.7,202,0,0,0,0,0,2025-01-02 07:55:00,22,88,71,0,1,9.699999999999989,0.88,62.48,0
1,298.0,307.7,1387,50.8,204,0,0,0,0,0,2025-01-02 07:56:00,31,57,43,2,0,9.699999999999989,0.57,24.51,0
2,298.1,307.9,1463,47.3,206,0,0,0,0,0,2025-01-02 07:57:00,25,87,48,2,0,9.799999999999956,0.87,41.76,0
2,298.1,307.9,1496,40.0,0,0,0,0,0,0,2025-01-02 07:58:00,30,49,63,2,0,9.799999999999956,0.49,30.87,0
1,298.2,308.0,1658,30.0,3,0,0,0,0,0,2025-01-02 07:59:00,22,63,88,2,1,9.800000000000011,0.63,55.44,0
1,298.1,307.9,2161,17.5,5,0,0,0,0,0,2025-01-02 08:00:00,27,34,55,0,0,9.799999999999956,0.34,18.700000000000003,0
1,298.1,307.9,1665,32.0,7,0,0,0,0,0,2025-01-02 08:01:00,33,89,56,2,0,9.799999999999956,0.89,49.84,0
1,298.0,307.8,1716,26.6,9,0,0,0,0,0,2025-01-02 08:02:00,33,72,86,2,0,9.800000000000011,0.72,61.92,0
1,298.0,307.7,1529,34.1,11,0,0,0,0,0,2025-01-02 08:03:00,29,86,61,2,0,9.699999999999989,0.86,52.46,0
1,297.9,307.7,1353,50.7,13,0,0,0,0,0,2025-01-02 08:04:00,21,86,46,1,1,9.800000000000011,0.86,39.56,0
1,297.9,307.7,1537,37.7,15,0,0,0,0,0,2025-01-02 08:05:00,33,83,49,2,1,9.800000000000011,0.83,40.67,0
1,298.0,307.7,1606,30.8,17,0,0,0,0,0,2025-01-02 08:06:00,28,74,68,1,0,9.699999999999989,0.74,50.32,0
0,298.0,307.8,1314,47.8,19,0,0,0,0,0,2025-01-02 08:07:00,22,66,75,2,1,9.800000000000011,0.66,49.5,0
1,298.0,307.8,1623,29.9,24,0,0,0,0,0,2025-01-02 08:08:00,40,77,63,2,1,9.800000000000011,0.77,48.51,0
2,298.0,307.8,1483,50.9,26,0,0,0,0,0,2025-01-02 08:09:00,27,83,85,1,0,9.800000000000011,0.83,70.55,0
2,298.1,307.9,1569,37.0,29,0,0,0,0,0,2025-01-02 08:10:00,35,77,53,2,1,9.799999999999956,0.77,40.81,0
2,298.2,308.0,1969,21.7,32,0,0,0,0,0,2025-01-02 08:11:00,21,35,53,1,0,9.800000000000011,0.35,18.55,0
2,298.1,308.0,1686,29.3,35,0,0,0,0,0,2025-01-02 08:12:00,25,63,64,2,0,9.899999999999975,0.63,40.32,0
1,298.1,308.0,1638,35.1,38,0,0,0,0,0,2025-01-02 08:13:00,40,92,85,2,1,9.899999999999975,0.92,78.2,0
1,298.1,307.9,1698,33.3,40,0,0,0,0,0,2025-01-02 08:14:00,31,77,61,1,0,9.799999999999956,0.77,46.97,0
2,298.1,307.9,1377,55.1,42,0,0,0,0,0,2025-01-02 08:15:00,24,52,89,0,0,9.799999999999956,0.52,46.28,0
2,298.1,308.0,2129,18.4,45,0,0,0,0,0,2025-01-02 08:16:00,21,42,86,1,0,9.899999999999975,0.42,36.12,0
1,298.2,308.0,1411,42.4,48,0,0,0,0,0,2025-01-02 08:17:00,35,76,62,0,0,9.800000000000011,0.76,47.12,0
1,298.1,307.9,1517,40.8,50,0,0,0,0,0,2025-01-02 08:18:00,24,73,71,1,1,9.799999999999956,0.73,51.83,0
2,298.1,307.9,1303,53.9,52,0,0,0,0,0,2025-01-02 08:19:00,34,61,65,0,0,9.799999999999956,0.61,39.65,0
1,298.1,307.9,1578,35.6,55,0,0,0,0,0,2025-01-02 08:20:00,31,55,90,2,1,9.799999999999956,0.55,49.50000000000001,0
1,298.1,307.9,1425,58.2,57,0,0,0,0,0,2025-01-02 08:21:00,23,82,66,0,1,9.799999999999956,0.82,54.12,0
1,298.1,308.0,1456,42.4,59,0,0,0,0,0,2025-01-02 08:22:00,34,43,84,2,1,9.899999999999975,0.43,36.12,0
1,298.1,308.0,1704,30.9,61,0,0,0,0,0,2025-01-02 08:23:00,30,81,51,1,0,9.899999999999975,0.81,41.31,0
1,298.1,308.1,1791,27.3,63,0,0,0,0,0,2025-01-02 08:24:00,35,65,58,0,1,10.0,0.65,37.7,0
1,298.1,308.1,1616,32.8,65,0,0,0,0,0,2025-01-02 08:25:00,25,37,58,2,1,10.0,0.37,21.46,0
1,298.2,308.1,1622,34.9,67,0,0,0,0,0,2025-01-02 08:26:00,33,69,73,1,1,9.900000000000034,0.69,50.37,0
1,298.2,308.1,1462,49.9,69,0,0,0,0,0,2025-01-02 08:27:00,37,51,71,0,1,9.900000000000034,0.51,36.21,0
1,298.1,308.1,1410,45.8,71,0,0,0,0,0,2025-01-02 08:28:00,31,45,68,2,1,10.0,0.45,30.6,0
2,298.1,308.0,1543,41.9,73,0,0,0,0,0,2025-01-02 08:29:00,30,89,60,0,1,9.899999999999975,0.89,53.4,0
2,298.0,307.9,1479,47.6,76,0,0,0,0,0,2025-01-02 08:30:00,32,89,74,0,1,9.899999999999975,0.89,65.86,0
1,298.0,307.8,1839,22.7,79,0,0,0,0,0,2025-01-02 08:31:00,40,39,81,2,0,9.800000000000011,0.39,31.59,0
1,298.0,307.8,1266,60.5,81,0,0,0,0,0,2025-01-02 08:32:00,30,54,44,2,0,9.800000000000011,0.54,23.76,0
1,297.9,307.7,1593,34.9,83,0,0,0,0,0,2025-01-02 08:33:00,35,60,51,1,1,9.800000000000011,0.6,30.6,0
1,297.9,307.8,1459,46.9,85,0,0,0,0,0,2025-01-02 08:34:00,34,50,46,2,1,9.900000000000034,0.5,23.0,0
1,297.9,307.7,1308,55.2,87,0,0,0,0,0,2025-01-02 08:35:00,40,62,80,2,0,9.800000000000011,0.62,49.6,0
2,297.9,307.7,1364,46.8,89,0,0,0,0,0,2025-01-02 08:36:00,34,60,41,0,1,9.800000000000011,0.6,24.6,0
0,297.9,307.7,1618,35.9,92,0,0,0,0,0,2025-01-02 08:37:00,23,50,64,2,1,9.800000000000011,0.5,32.0,0
0,297.9,307.7,1464,43.2,97,0,0,0,0,0,2025-01-02 08:38:00,30,65,49,0,0,9.800000000000011,0.65,31.85,0
2,297.8,307.6,1352,49.4,102,0,0,0,0,0,2025-01-02 08:39:00,38,94,77,0,1,9.800000000000011,0.94,72.38,0
1,297.8,307.6,1446,51.4,105,0,0,0,0,0,2025-01-02 08:40:00,34,33,83,2,1,9.800000000000011,0.33,27.39,0
1,297.8,307.5,1448,51.2,107,0,0,0,0,0,2025-01-02 08:41:00,23,97,45,2,1,9.699999999999989,0.97,43.65,0
1,297.8,307.5,1391,48.6,109,0,0,0,0,0,2025-01-02 08:42:00,40,33,66,2,1,9.699999999999989,0.33,21.78,0
1,297.7,307.5,1379,43.3,111,0,0,0,0,0,2025-01-02 08:43:00,32,38,74,2,0,9.800000000000011,0.38,28.12,0
2,297.8,307.5,1405,46.9,113,0,0,0,0,0,2025-01-02 08:44:00,38,59,49,1,1,9.699999999999989,0.59,28.91,0
1,297.8,307.5,1581,33.1,116,0,0,0,0,0,2025-01-02 08:45:00,21,74,48,0,1,9.699999999999989,0.74,35.52,0
1,297.9,307.6,1515,40.5,118,0,0,0,0,0,2025-01-02 08:46:00,33,33,59,1,0,9.700000000000044,0.33,19.47,0
1,297.9,307.6,1589,37.8,120,0,0,0,0,0,2025-01-02 08:47:00,23,98,76,1,0,9.700000000000044,0.98,74.48,0
1,298.0,307.6,1281,50.8,122,0,0,0,0,0,2025-01-02 08:48:00,35,52,74,0,1,9.600000000000025,0.52,38.48,0
0,297.8,307.5,1631,31.3,124,0,0,0,0,0,2025-01-02 08:49:00,40,45,76,1,1,9.699999999999989,0.45,34.2,0
2,297.9,307.6,1202,67.0,129,0,0,0,0,0,2025-01-02 08:50:00,39,51,79,2,1,9.700000000000044,0.51,40.29,0
1,297.9,307.6,1298,52.7,132,0,0,0,0,0,2025-01-02 08:51:00,33,77,47,2,1,9.700000000000044,0.77,36.19,0
1,297.9,307.6,1612,30.7,134,0,0,0,0,0,2025-01-02 08:52:00,34,91,85,2,1,9.700000000000044,0.91,77.35000000000001,0
1,297.9,307.6,1747,25.3,136,0,0,0,0,0,2025-01-02 08:53:00,22,89,70,2,1,9.700000000000044,0.89,62.3,0
1,298.0,307.6,1450,48.7,138,0,0,0,0,0,2025-01-02 08:54:00,27,34,88,0,1,9.600000000000025,0.34,29.92,0
1,298.0,307.7,1422,45.6,140,0,0,0,0,0,2025-01-02 08:55:00,35,36,82,2,0,9.699999999999989,0.36,29.52,0
2,298.1,307.7,1419,47.4,142,0,0,0,0,0,2025-01-02 08:56:00,29,80,55,0,0,9.599999999999966,0.8,44.0,0
2,298.1,307.7,1633,30.7,145,0,0,0,0,0,2025-01-02 08:57:00,23,94,67,0,1,9.599999999999966,0.94,62.98,0
