UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,2025-01-02 07:02:00,2025-01-02 07:02:00,27,80,71,Evening,Weekend
1864,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,2025-01-02 07:03:00,2025-01-02 07:03:00,33,92,84,Night,Weekend
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,2025-01-02 07:04:00,2025-01-02 07:04:00,23,78,88,Morning,Weekday
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,2025-01-02 07:05:00,2025-01-02 07:05:00,20,56,72,Night,Weekend
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,2025-01-02 07:06:00,2025-01-02 07:06:00,20,38,85,Night,Weekend
1868,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,2025-01-02 07:07:00,2025-01-02 07:07:00,38,68,43,Night,Weekend
1869,L49048,L,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,2025-01-02 07:08:00,2025-01-02 07:08:00,35,94,69,Morning,Weekend
1870,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,2025-01-02 07:09:00,2025-01-02 07:09:00,33,100,80,Morning,Weekday
1871,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,2025-01-02 07:10:00,2025-01-02 07:10:00,40,100,56,Morning,Weekend
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,2025-01-02 07:11:00,2025-01-02 07:11:00,35,36,42,Evening,Weekday
1873,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,2025-01-02 07:12:00,2025-01-02 07:12:00,24,96,52,Night,Weekday
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,2025-01-02 07:13:00,2025-01-02 07:13:00,28,39,83,Evening,Weekend
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,2025-01-02 07:14:00,2025-01-02 07:14:00,21,100,87,Evening,Weekday
1876,L49055,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,2025-01-02 07:15:00,2025-01-02 07:15:00,37,82,75,Night,Weekend
1877,L49056,L,298.3,308.0,1242,62.0,98,0,0,0,0,0,0,2025-01-02 07:16:00,2025-01-02 07:16:00,25,86,57,Morning,Weekend
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,2025-01-02 07:17:00,2025-01-02 07:17:00,28,56,62,Night,Weekday
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,2025-01-02 07:18:00,2025-01-02 07:18:00,20,83,74,Evening,Weekday
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,2025-01-02 07:19:00,2025-01-02 07:19:00,28,33,88,Morning,Weekday
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,2025-01-02 07:20:00,2025-01-02 07:20:00,35,52,72,Morning,Weekend
1882,L49061,L,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,2025-01-02 07:21:00,2025-01-02 07:21:00,32,77,90,Evening,Weekday
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,2025-01-02 07:22:00,2025-01-02 07:22:00,28,71,75,Morning,Weekday
1884,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,2025-01-02 07:23:00,2025-01-02 07:23:00,40,32,56,Morning,Weekday
1885,M16744,M,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,2025-01-02 07:24:00,2025-01-02 07:24:00,32,32,78,Night,Weekend
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,2025-01-02 07:25:00,2025-01-02 07:25:00,28,57,73,Night,Weekend
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,2025-01-02 07:26:00,2025-01-02 07:26:00,30,92,51,Evening,Weekday
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,2025-01-02 07:27:00,2025-01-02 07:27:00,23,60,44,Evening,Weekday
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,2025-01-02 07:28:00,2025-01-02 07:28:00,21,39,87,Evening,Weekday
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,2025-01-02 07:29:00,2025-01-02 07:29:00,25,78,79,Morning,Weekend
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,2025-01-02 07:30:00,2025-01-02 07:30:00,33,50,66,Evening,Weekend
1892,L49071,L,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,2025-01-02 07:31:00,2025-01-02 07:31:00,23,82,79,Night,Weekend
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,2025-01-02 07:32:00,2025-01-02 07:32:00,25,83,52,Morning,Weekend
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,2025-01-02 07:33:00,2025-01-02 07:33:00,38,86,65,Evening,Weekend
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,2025-01-02 07:34:00,2025-01-02 07:34:00,25,49,53,Morning,Weekday
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,2025-01-02 07:35:00,2025-01-02 07:35:00,21,78,71,Morning,Weekday
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,2025-01-02 07:36:00,2025-01-02 07:36:00,37,36,50,Morning,Weekend
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,2025-01-02 07:37:00,2025-01-02 07:37:00,32,58,77,Evening,Weekend
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,2025-01-02 07:38:00,2025-01-02 07:38:00,28,77,55,Morning,Weekday
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,2025-01-02 07:39:00,2025-01-02 07:39:00,38,42,61,Morning,Weekday
1901,H31314,H,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,2025-01-02 07:40:00,2025-01-02 07:40:00,32,32,86,Morning,Weekday
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,2025-01-02 07:41:00,2025-01-02 07:41:00,30,31,55,Night,Weekday
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,2025-01-02 07:42:00,2025-01-02 07:42:00,20,45,52,Evening,Weekday
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,2025-01-02 07:43:00,2025-01-02 07:43:00,26,35,51,Night,Weekday
1905,M16764,M,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,2025-01-02 07:44:00,2025-01-02 07:44:00,40,74,57,Morning,Weekday
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,2025-01-02 07:45:00,2025-01-02 07:45:00,34,100,68,Morning,Weekday
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,2025-01-02 07:46:00,2025-01-02 07:46:00,20,34,57,Night,Weekday
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,2025-01-02 07:47:00,2025-01-02 07:47:00,31,85,85,Morning,Weekday
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,2025-01-02 07:48:00,2025-01-02 07:48:00,26,100,41,Night,Weekday
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,2025-01-02 07:49:00,2025-01-02 07:49:00,34,61,41,Morning,Weekend
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,2025-01-02 07:50:00,2025-01-02 07:50:00,40,78,42,Morning,Weekend
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,2025-01-02 07:51:00,2025-01-02 07:51:00,38,42,68,Morning,Weekend
1913,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,2025-01-02 07:52:00,2025-01-02 07:52:00,20,59,47,Morning,Weekday
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,2025-01-02 07:53:00,2025-01-02 07:53:00,36,54,50,Evening,Weekday
1915,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,2025-01-02 07:54:00,2025-01-02 07:54:00,36,89,51,Evening,Weekend
1916,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,2025-01-02 07:55:00,2025-01-02 07:55:00,22,88,71,Evening,Weekend
1917,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,2025-01-02 07:56:00,2025-01-02 07:56:00,31,57,43,Night,Weekday
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,2025-01-02 07:57:00,2025-01-02 07:57:00,25,87,48,Night,Weekday
1919,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,2025-01-02 07:58:00,2025-01-02 07:58:00,30,49,63,Night,Weekday
1920,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,2025-01-02 07:59:00,2025-01-02 07:59:00,22,63,88,Night,Weekend
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,2025-01-02 08:00:00,2025-01-02 08:00:00,27,34,55,Evening,Weekday
1922,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,2025-01-02 08:01:00,2025-01-02 08:01:00,33,89,56,Night,Weekday
1923,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,2025-01-02 08:02:00,2025-01-02 08:02:00,33,72,86,Night,Weekday
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,2025-01-02 08:03:00,2025-01-02 08:03:00,29,86,61,Night,Weekday
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,2025-01-02 08:04:00,2025-01-02 08:04:00,21,86,46,Morning,Weekend
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,2025-01-02 08:05:00,2025-01-02 08:05:00,33,83,49,Night,Weekend
1927,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,2025-01-02 08:06:00,2025-01-02 08:06:00,28,74,68,Morning,Weekday
1928,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,2025-01-02 08:07:00,2025-01-02 08:07:00,22,66,75,Night,Weekend
1929,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,2025-01-02 08:08:00,2025-01-02 08:08:00,40,77,63,Night,Weekend
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,2025-01-02 08:09:00,2025-01-02 08:09:00,27,83,85,Morning,Weekday
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,2025-01-02 08:10:00,2025-01-02 08:10:00,35,77,53,Night,Weekend
1932,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,2025-01-02 08:11:00,2025-01-02 08:11:00,21,35,53,Morning,Weekday
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,2025-01-02 08:12:00,2025-01-02 08:12:00,25,63,64,Night,Weekday
1934,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,2025-01-02 08:13:00,2025-01-02 08:13:00,40,92,85,Night,Weekend
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,2025-01-02 08:14:00,2025-01-02 08:14:00,31,77,61,Morning,Weekday
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,2025-01-02 08:15:00,2025-01-02 08:15:00,24,52,89,Evening,Weekday
1937,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,2025-01-02 08:16:00,2025-01-02 08:16:00,21,42,86,Morning,Weekday
1938,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,2025-01-02 08:17:00,2025-01-02 08:17:00,35,76,62,Evening,Weekday
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,2025-01-02 08:18:00,2025-01-02 08:18:00,24,73,71,Morning,Weekend
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,2025-01-02 08:19:00,2025-01-02 08:19:00,34,61,65,Evening,Weekday
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,2025-01-02 08:20:00,2025-01-02 08:20:00,31,55,90,Night,Weekend
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,2025-01-02 08:21:00,2025-01-02 08:21:00,23,82,66,Evening,Weekend
1943,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,2025-01-02 08:22:00,2025-01-02 08:22:00,34,43,84,Night,Weekend
1944,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,2025-01-02 08:23:00,2025-01-02 08:23:00,30,81,51,Morning,Weekday
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,2025-01-02 08:24:00,2025-01-02 08:24:00,35,65,58,Evening,Weekend
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,2025-01-02 08:25:00,2025-01-02 08:25:00,25,37,58,Night,Weekend
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,2025-01-02 08:26:00,2025-01-02 08:26:00,33,69,73,Morning,Weekend
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,2025-01-02 08:27:00,2025-01-02 08:27:00,37,51,71,Evening,Weekend
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,2025-01-02 08:28:00,2025-01-02 08:28:00,31,45,68,Night,Weekend
1950,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,2025-01-02 08:29:00,2025-01-02 08:29:00,30,89,60,Evening,Weekend
1951,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,2025-01-02 08:30:00,2025-01-02 08:30:00,32,89,74,Evening,Weekend
1952,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,2025-01-02 08:31:00,2025-01-02 08:31:00,40,39,81,Night,Weekday
1953,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,2025-01-02 08:32:00,2025-01-02 08:32:00,30,54,44,Night,Weekday
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,2025-01-02 08:33:00,2025-01-02 08:33:00,35,60,51,Morning,Weekend
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,2025-01-02 08:34:00,2025-01-02 08:34:00,34,50,46,Night,Weekend
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,2025-01-02 08:35:00,2025-01-02 08:35:00,40,62,80,Night,Weekday
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,2025-01-02 08:36:00,2025-01-02 08:36:00,34,60,41,Evening,Weekend
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,2025-01-02 08:37:00,2025-01-02 08:37:00,23,50,64,Night,Weekend
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,2025-01-02 08:38:00,2025-01-02 08:38:00,30,65,49,Evening,Weekday
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,2025-01-02 08:39:00,2025-01-02 08:39:00,38,94,77,Evening,Weekend
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,2025-01-02 08:40:00,2025-01-02 08:40:00,34,33,83,Night,Weekend
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,2025-01-02 08:41:00,2025-01-02 08:41:00,23,97,45,Night,Weekend
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,2025-01-02 08:42:00,2025-01-02 08:42:00,40,33,66,Night,Weekend
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,2025-01-02 08:43:00,2025-01-02 08:43:00,32,38,74,Night,Weekday
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,2025-01-02 08:44:00,2025-01-02 08:44:00,38,59,49,Morning,Weekend
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,2025-01-02 08:45:00,2025-01-02 08:45:00,21,74,48,Evening,Weekend
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,2025-01-02 08:46:00,2025-01-02 08:46:00,33,33,59,Morning,Weekday
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,2025-01-02 08:47:00,2025-01-02 08:47:00,23,98,76,Morning,Weekday
1969,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,2025-01-02 08:48:00,2025-01-02 08:48:00,35,52,74,Evening,Weekend
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,2025-01-02 08:49:00,2025-01-02 08:49:00,40,45,76,Morning,Weekend
1971,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,2025-01-02 08:50:00,2025-01-02 08:50:00,39,51,79,Night,Weekend
1972,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,2025-01-02 08:51:00,2025-01-02 08:51:00,33,77,47,Night,Weekend
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,2025-01-02 08:52:00,2025-01-02 08:52:00,34,91,85,Night,Weekend
1974,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,2025-01-02 08:53:00,2025-01-02 08:53:00,22,89,70,Night,Weekend
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,2025-01-02 08:54:00,2025-01-02 08:54:00,27,34,88,Evening,Weekend
1976,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,2025-01-02 08:55:00,2025-01-02 08:55:00,35,36,82,Night,Weekday
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,2025-01-02 08:56:00,2025-01-02 08:56:00,29,80,55,Evening,Weekday
1978,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,2025-01-02 08:57:00,2025-01-02 08:57:00,23,94,67,Evening,Weekend
1979,L49158,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,2025-01-02 08:58:00,2025-01-02 08:58:00,37,38,45,Evening,Weekend
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,2025-01-02 08:59:00,2025-01-02 08:59:00,21,74,71,Evening,Weekend
1981,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,2025-01-02 09:00:00,2025-01-02 09:00:00,36,76,67,Morning,Weekend
1982,L49161,L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,2025-01-02 09:01:00,2025-01-02 09:01:00,32,96,50,Morning,Weekend
1983,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,2025-01-02 09:02:00,2025-01-02 09:02:00,23,53,81,Night,Weekend
1984,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,2025-01-02 09:03:00,2025-01-02 09:03:00,30,39,62,Evening,Weekday
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,2025-01-02 09:04:00,2025-01-02 09:04:00,26,77,69,Night,Weekday
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,2025-01-02 09:05:00,2025-01-02 09:05:00,31,64,48,Night,Weekend
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,2025-01-02 09:06:00,2025-01-02 09:06:00,29,83,67,Night,Weekend
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,2025-01-02 09:07:00,2025-01-02 09:07:00,26,100,63,Night,Weekend
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,2025-01-02 09:08:00,2025-01-02 09:08:00,32,45,67,Evening,Weekday
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,2025-01-02 09:09:00,2025-01-02 09:09:00,26,82,63,Evening,Weekday
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,2025-01-02 09:10:00,2025-01-02 09:10:00,36,69,54,Morning,Weekday
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,2025-01-02 09:11:00,2025-01-02 09:11:00,29,49,78,Evening,Weekend
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,2025-01-02 09:12:00,2025-01-02 09:12:00,29,98,89,Evening,Weekday
1994,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,2025-01-02 09:13:00,2025-01-02 09:13:00,23,74,72,Night,Weekend
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,2025-01-02 09:14:00,2025-01-02 09:14:00,39,35,86,Evening,Weekend
1996,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,2025-01-02 09:15:00,2025-01-02 09:15:00,23,98,73,Night,Weekend
1997,M16856,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,2025-01-02 09:16:00,2025-01-02 09:16:00,26,78,61,Evening,Weekend
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,2025-01-02 09:17:00,2025-01-02 09:17:00,20,68,68,Morning,Weekday
1999,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,2025-01-02 09:18:00,2025-01-02 09:18:00,31,31,73,Night,Weekend
2000,L49179,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,2025-01-02 09:19:00,2025-01-02 09:19:00,32,68,81,Evening,Weekend
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,2025-01-02 09:20:00,2025-01-02 09:20:00,29,50,86,Evening,Weekday
2002,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,2025-01-02 09:21:00,2025-01-02 09:21:00,34,69,49,Night,Weekend
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,2025-01-02 09:22:00,2025-01-02 09:22:00,32,83,90,Morning,Weekend
2004,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,2025-01-02 09:23:00,2025-01-02 09:23:00,40,41,84,Morning,Weekend
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,2025-01-02 09:24:00,2025-01-02 09:24:00,28,66,69,Evening,Weekday
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,2025-01-02 09:25:00,2025-01-02 09:25:00,28,67,50,Evening,Weekend
2007,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,2025-01-02 09:26:00,2025-01-02 09:26:00,34,44,73,Evening,Weekend
2008,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,2025-01-02 09:27:00,2025-01-02 09:27:00,29,36,60,Night,Weekday
2009,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,2025-01-02 09:28:00,2025-01-02 09:28:00,29,79,52,Night,Weekend
2010,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,2025-01-02 09:29:00,2025-01-02 09:29:00,27,94,64,Night,Weekend
2011,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,2025-01-02 09:30:00,2025-01-02 09:30:00,35,96,60,Evening,Weekend
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,2025-01-02 09:31:00,2025-01-02 09:31:00,36,73,40,Morning,Weekend
2013,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,2025-01-02 09:32:00,2025-01-02 09:32:00,24,60,44,Night,Weekday
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,2025-01-02 09:33:00,2025-01-02 09:33:00,23,72,61,Morning,Weekday
2015,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,2025-01-02 09:34:00,2025-01-02 09:34:00,37,77,46,Evening,Weekend
2016,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,2025-01-02 09:35:00,2025-01-02 09:35:00,38,90,52,Night,Weekday
2017,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,2025-01-02 09:36:00,2025-01-02 09:36:00,23,39,84,Night,Weekend
2018,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,2025-01-02 09:37:00,2025-01-02 09:37:00,26,58,62,Night,Weekend
2019,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,2025-01-02 09:38:00,2025-01-02 09:38:00,29,77,60,Evening,Weekday
2020,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,2025-01-02 09:39:00,2025-01-02 09:39:00,37,91,45,Evening,Weekend
2021,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,2025-01-02 09:40:00,2025-01-02 09:40:00,38,42,59,Evening,Weekend
2022,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,2025-01-02 09:41:00,2025-01-02 09:41:00,23,73,51,Morning,Weekend
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,2025-01-02 09:42:00,2025-01-02 09:42:00,29,76,79,Morning,Weekend
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,2025-01-02 09:43:00,2025-01-02 09:43:00,20,93,48,Night,Weekday
2025,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,2025-01-02 09:44:00,2025-01-02 09:44:00,37,82,89,Night,Weekday
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,2025-01-02 09:45:00,2025-01-02 09:45:00,24,73,67,Evening,Weekday
2027,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,2025-01-02 09:46:00,2025-01-02 09:46:00,34,57,50,Evening,Weekday
2028,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,2025-01-02 09:47:00,2025-01-02 09:47:00,36,31,71,Evening,Weekday
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,2025-01-02 09:48:00,2025-01-02 09:48:00,22,86,50,Night,Weekend
2030,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,2025-01-02 09:49:00,2025-01-02 09:49:00,31,86,63,Evening,Weekday
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,2025-01-02 09:50:00,2025-01-02 09:50:00,21,63,54,Morning,Weekday
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,2025-01-02 09:51:00,2025-01-02 09:51:00,20,87,80,Morning,Weekend
2033,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,2025-01-02 09:52:00,2025-01-02 09:52:00,40,81,74,Night,Weekend
2034,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,2025-01-02 09:53:00,2025-01-02 09:53:00,36,58,56,Night,Weekend
2035,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,2025-01-02 09:54:00,2025-01-02 09:54:00,35,64,64,Morning,Weekend
2036,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,2025-01-02 09:55:00,2025-01-02 09:55:00,24,77,88,Evening,Weekend
2037,L49216,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,2025-01-02 09:56:00,2025-01-02 09:56:00,34,62,74,Night,Weekday
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,2025-01-02 09:57:00,2025-01-02 09:57:00,22,38,58,Night,Weekday
